File,Time [MJD],Epoch,SNR,CBC RV [m/s],CBC RV Err. [m/s],CCF RV [m/s],CCF RV Err. [m/s],S Value,H-alpha Emission,H-alpha Equiv. Width [A],CCF FWHM [m/s],CCF FWHM Err. [m/s],BIS [m/s],V_span [m/s],Bi-Gaussian [m/s],Skew Normal,Date Generated,Phot. GP [mag],Phot. GP Err. [mag]
10700_200926.1091.fits,59118.38613,5,212,0.01,0.349,-16608.532,0.289,,0.184,1.881,6573.03,29.24,-92.236,-61.673,2.859,-1.033,2020-12-22T05:00:38.077,-0.000002,0.000429
10700_200927.1088.fits,59119.37887,5,217,0.978,0.331,-16608.77,0.296,,0.184,1.864,6575.224,29.563,-92.931,-62.507,2.842,-1.041,2020-12-22T05:00:43.519,-0.000002,0.000429
10700_200927.1089.fits,59119.38061,5,218,0.657,0.322,-16609.201,0.293,,0.184,1.86,6576.438,29.561,-93.802,-62.771,2.911,-1.043,2020-12-22T05:00:48.704,-0.000002,0.000429
10700_200927.1090.fits,59119.3825,5,216,-0.6,0.347,-16609.961,0.293,,0.183,1.854,6575.968,29.417,-92.943,-62.963,2.861,-1.04,2020-12-22T05:00:54.134,-0.000002,0.000429
10700_200928.1149.fits,59120.38363,5,216,-1.377,0.341,-16609.569,0.284,0.121,0.184,1.891,6566.494,29.09,-92.913,-62.45,2.883,-0.001,2020-12-22T05:00:59.456,-0.000002,0.000429
10700_200928.1150.fits,59120.38519,5,215,0.887,0.349,-16608.89,0.284,0.121,0.183,1.879,6567.04,28.988,-90.534,-61.005,2.855,-1.032,2020-12-22T05:01:05.454,-0.000002,0.000429
10700_200928.1151.fits,59120.38675,5,216,0.006,0.35,-16609.65,0.285,0.121,0.183,1.887,6567.675,29.1,-92.562,-61.879,2.865,0.001,2020-12-22T05:01:11.172,-0.000002,0.000429
10700_200929.1089.fits,59121.3744,5,220,0.031,0.32,-16609.505,0.281,0.137,0.181,1.85,6566.192,28.975,-93.923,-62.516,2.965,-1.04,2020-12-22T05:01:16.707,-0.000002,0.000429
10700_200929.1090.fits,59121.37601,5,215,-0.99,0.342,-16609.175,0.286,0.137,0.183,1.858,6569.773,29.181,-92.954,-61.282,2.897,-1.036,2020-12-22T05:01:22.191,-0.000002,0.000429
10700_200929.1091.fits,59121.37753,5,217,-0.975,0.316,-16609.693,0.286,0.137,0.184,1.855,6570.013,29.118,-93.305,-62.104,2.907,-0.006,2020-12-22T05:01:27.457,-0.000002,0.000429
10700_200929.1092.fits,59121.3791,5,217,0.478,0.319,-16608.146,0.285,0.137,0.182,1.864,6569.335,29.035,-93.022,-61.417,2.929,-1.037,2020-12-22T05:01:33.269,-0.000002,0.000429
10700_200929.1093.fits,59121.38062,5,216,0,0.341,-16609.078,0.284,0.137,0.184,1.862,6567.055,29.019,-91.247,-60.738,2.848,-1.032,2020-12-22T05:01:38.747,-0.000002,0.000429
10700_200930.1084.fits,59122.35402,5,211,1.766,0.357,-16608.958,0.312,,0.184,1.854,6601.899,30.761,-96.263,-63.458,2.984,0,2020-12-22T05:01:44.112,-0.000002,0.000429
10700_200930.1085.fits,59122.35343,5,214,0.066,0.376,-16610.504,0.313,,0.183,1.845,6602.458,30.977,-97.736,-64.708,3.005,-1.056,2020-12-22T05:01:49.556,-0.000002,0.000429
10700_200930.1086.fits,59122.35557,5,214,1.301,0.347,-16609.328,0.314,,0.184,1.86,6608.191,31.066,-98.855,-64.926,3.084,-1.061,2020-12-22T05:01:54.820,-0.000002,0.000429
10700_200930.1087.fits,59122.35621,5,215,0.511,0.334,-16610.88,0.316,,0.185,1.862,6604.666,31.101,-98.418,-64.149,3.026,-1.058,2020-12-22T05:02:00.180,-0.000002,0.000429
10700_200930.1088.fits,59122.35687,5,216,-0.549,0.347,-16611.098,0.314,,0.181,1.86,6608.36,31.25,-97.777,-64.114,3.052,-1.06,2020-12-22T05:02:05.610,-0.000002,0.000429
10700_201008.1133.fits,59130.30435,5,223,0.534,0.305,-16612.806,0.301,,0.179,1.859,6510.103,28.641,-93.961,-75.361,2.715,-1.036,2020-12-22T05:02:11.066,-0.000001,0.000429
10700_201013.1072.fits,59135.43171,5,220,1.914,0.328,-16610.55,0.323,,0.182,1.864,6588.445,31.269,-92.976,-59.989,2.846,-1.049,2020-12-22T05:02:16.357,-0.000001,0.000429
10700_201013.1073.fits,59135.43256,5,227,-0.226,0.339,-16613.09,0.32,,0.18,1.859,6590.99,31.629,-95.806,-62.047,2.95,-1.055,2020-12-22T05:02:21.709,-0.000001,0.000429
10700_201013.1074.fits,59135.43343,5,225,3.173,0.368,-16610.079,0.322,,0.182,1.862,6592.75,31.56,-94.608,-61.689,2.942,-1.056,2020-12-22T05:02:27.235,-0.000001,0.000429
10700_201013.1075.fits,59135.43425,5,225,1.89,0.356,-16612.14,0.32,,0.18,1.861,6589.22,31.324,-94.709,-62.263,2.917,0.001,2020-12-22T05:02:32.670,-0.000001,0.000429
10700_201024.1116.fits,59146.24691,5,215,1.571,0.34,-16606.678,0.294,,0.186,1.874,6579.028,29.555,-92.394,-60.719,3.045,-1.037,2020-12-22T05:02:38.488,-0.000001,0.000429
10700_201024.1117.fits,59146.24982,5,216,3.022,0.35,-16604.513,0.294,,0.185,1.874,6578.644,29.556,-92.674,-60.256,3.036,-1.037,2020-12-22T05:02:44.213,-0.000001,0.000429
10700_201024.1118.fits,59146.2513,5,219,0.123,0.356,-16607.937,0.294,,0.182,1.869,6581.15,29.742,-91.086,-60.296,3.008,-1.037,2020-12-22T05:02:50.012,-0.000001,0.000429
10700_201024.1119.fits,59146.25259,5,213,1.392,0.349,-16606.843,0.291,,0.184,1.873,6579.145,29.404,-90.895,-60.452,3.004,-0.003,2020-12-22T05:02:55.658,-0.000001,0.000429
10700_201024.1120.fits,59146.25394,5,214,3.87,0.348,-16603.481,0.296,,0.185,1.861,6580.119,29.566,-92.811,-61.465,3.077,-1.039,2020-12-22T05:03:01.237,-0.000001,0.000429
10700_201031.1097.fits,59153.37497,5,231,-0.078,0.365,-16614.721,0.313,,0.186,1.866,6583.914,30.397,-95.413,-63.921,3.137,-0.001,2020-12-22T05:03:07.269,-0.000001,0.000429
10700_201031.1098.fits,59153.37608,5,233,1.998,0.371,-16611.601,0.319,,0.184,1.869,6596.388,30.845,-94.644,-63.715,3.149,-1.052,2020-12-22T05:03:12.770,-0.000001,0.000429
10700_201031.1099.fits,59153.3771,5,232,-0.211,0.364,-16613.718,0.304,,0.186,1.874,6575.104,29.603,-93.206,-62.722,3.035,-1.04,2020-12-22T05:03:17.971,-0.000001,0.000429
10700_201031.1100.fits,59153.37817,5,239,-2.544,0.383,-16614.77,0.305,,0.185,1.869,6560.355,29.676,-94.771,-64.341,3.087,-1.045,2020-12-22T05:03:23.216,-0.000001,0.000429
10700_201031.1101.fits,59153.37926,5,234,-1.038,0.374,-16613.258,0.303,,0.184,1.875,6565.321,29.499,-95.994,-63.544,3.117,0.001,2020-12-22T05:03:28.614,-0.000001,0.000429
10700_201103.1129.fits,59156.39742,5,214,-1.428,0.434,-16610.34,0.287,0.166,0.185,1.936,6567.82,28.48,-96.281,-64.48,3.224,-1.037,2020-12-22T05:03:34.479,-0.000001,0.000429
10700_201103.1130.fits,59156.40116,5,215,1.716,0.41,-16610.297,0.287,0.166,0.183,1.945,6565.227,28.488,-95.083,-64.219,3.234,0.001,2020-12-22T05:03:40.381,-0.000001,0.000429
10700_201103.1131.fits,59156.40522,5,214,-0.183,0.426,-16610.299,0.288,0.166,0.183,1.946,6567.686,28.415,-93.953,-62.69,3.145,-0.004,2020-12-22T05:03:46.371,-0.000001,0.000429
10700_201125.1105.fits,59178.2435,5,214,4.999,0.345,-16603.271,0.292,,0.184,1.823,6579.028,29.338,-94.386,-63.395,3.403,-1.045,2020-12-22T05:03:52.309,0.000000,0.000429
10700_201125.1106.fits,59178.2445,5,217,-2.484,0.342,-16611.629,0.292,,0.184,1.831,6579.933,29.409,-94.112,-64.209,3.424,-1.048,2020-12-22T05:03:58.082,0.000000,0.000429
10700_201125.1107.fits,59178.24547,5,214,1.208,0.368,-16605.869,0.294,,0.184,1.829,6585.213,29.497,-95.226,-64.151,3.462,-1.049,2020-12-22T05:04:04.485,0.000000,0.000429
10700_201125.1108.fits,59178.24642,5,219,-4.475,0.352,-16613.158,0.292,,0.185,1.832,6582.114,29.515,-94.011,-65.147,3.417,-1.048,2020-12-22T05:04:10.191,0.000000,0.000429
10700_201125.1109.fits,59178.24735,5,216,2.818,0.344,-16604.175,0.293,,0.186,1.84,6582.676,29.488,-94.329,-62.561,3.417,-1.047,2020-12-22T05:04:15.918,0.000000,0.000429
10700_201127.1095.fits,59180.19241,5,212,1.433,0.358,-16607.489,0.292,,0.185,1.844,6587.253,29.506,-95.097,-65.424,3.437,-1.047,2020-12-22T05:04:21.826,0.000000,0.000429
10700_201127.1096.fits,59180.19345,5,211,3.721,0.377,-16604.085,0.29,,0.182,1.849,6583.541,29.3,-93.143,-62.33,3.388,0.001,2020-12-22T05:04:27.463,0.000000,0.000429
10700_201127.1097.fits,59180.19451,5,213,-4.156,0.377,-16611.966,0.288,,0.182,1.844,6587.098,29.349,-92.969,-64.999,3.401,-1.044,2020-12-22T05:04:33.675,0.000000,0.000429
10700_201127.1098.fits,59180.19558,5,211,0.382,0.386,-16606.095,0.291,,0.185,1.838,6585.616,29.279,-94.118,-65.092,3.387,-1.042,2020-12-22T05:04:39.557,0.000000,0.000429
10700_201127.1099.fits,59180.19664,5,213,-3.207,0.372,-16610.742,0.288,,0.184,1.844,6583.965,29.315,-93.662,-65.621,3.394,-1.044,2020-12-22T05:04:45.815,0.000000,0.000429
