#file_root	night	insmode	tplname	exptime	photocenter	airmass	seeing	adc_pos	azimuth	altitude	moon_ra	moon_dec	alpha	delta	equinox	mualpha	mudelta	radvel	version	sn10	sn20	sn30	sn40	sn50	sn60	berv	jdb	bervmx	th_file	lamp_used	th_cal_error	lamp_offset	dvrms	drift_algo	drift_ref_file	drift_bouchy	drift_ccf	drift_used	drift_nbcos	drift_fratio	drift_nbordkill	drift_noise	drift_qc	flux_corr_min	flux_corr_max	vrad0	vrad	svrad	fwhm	contrast	maxcpp	mask	nb_lines	noise	bis_span	bv	sn_CaII	s_raw	s_mw	sig_s	rhk	sig_rhk	prot_n84	sig_prot_n84	prot_m08	sig_prot_m08	age_m08	sig_age_m08	name	object	prog_id	dprtype	spectr
#---------	-----	-------	-------	-------	-----------	-------	------	-------	-------	--------	-------	--------	-----	-----	-------	-------	-------	------	-------	----	----	----	----	----	----	----	---	------	-------	---------	------------	-----------	-----	----------	--------------	------------	---------	----------	-----------	------------	---------------	-----------	--------	-------------	-------------	-----	----	-----	----	--------	------	----	--------	-----	--------	--	-------	-----	----	-----	---	-------	--------	------------	--------	------------	-------	-----------	----	------	-------	-------	------
HARPN.2016-09-21T00-22-26.944	2016-09-20	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5038	1.52	1.21	F	0.335	0.718	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	82.90	106.80	138.00	162.60	174.90	177.80	-13.64263	57652.525984	31.71402	HARPN.2016-09-20T16-54-30.059_e2ds_A.fits	THAR1	0.00034	0.00461	0.00058	Bouchy	HARPN.2016-09-20T16-54-30.059_e2ds_B.fits	-0.00049	0.00000	-0.00049	643	0.802	0	0.00008	PASSED	1.00000	1.00000	-17.42224	-17.42175	0.00093	7.61278	30.752	8430	G2	4638	0.00087	0.06009	-9.990	53.30	0.120019	0.148641	0.000485	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-09-21T22-07-46.441	2016-09-21	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5047	1.55	1.86	F	-0.389	0.703	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	59.50	82.10	106.20	118.80	118.00	110.50	-13.83098	57653.432424	31.71402	HARPN.2016-09-21T17-05-58.851_e2ds_A.fits	THAR1	0.00035	0.00429	0.00081	Bouchy	HARPN.2016-09-21T17-05-58.851_e2ds_B.fits	0.00021	0.00000	0.00021	648	0.819	0	0.00008	PASSED	1.00000	1.00000	-17.42083	-17.42104	0.00125	7.59969	31.043	4461	G2	4638	0.00120	0.06133	-9.990	34.10	0.117890	0.146276	0.000873	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-09-22T00-26-11.550	2016-09-21	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5249	1.54	1.52	F	0.375	0.708	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	75.60	102.10	131.40	147.70	147.60	136.20	-14.10606	57653.528750	31.71402	HARPN.2016-09-21T17-05-58.851_e2ds_A.fits	THAR1	0.00035	0.00429	0.00067	Bouchy	HARPN.2016-09-21T17-05-58.851_e2ds_B.fits	0.00025	0.00000	0.00025	626	0.818	0	0.00008	PASSED	1.00000	1.00000	-17.42137	-17.42162	0.00102	7.60895	31.043	6892	G2	4638	0.00096	0.05984	-9.990	44.60	0.119177	0.147706	0.000605	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-09-22T22-07-15.561	2016-09-22	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5297	1.54	1.56	F	-0.371	0.708	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	59.90	81.50	105.70	120.20	122.60	118.50	-14.28333	57654.432284	31.71402	HARPN.2016-09-22T16-53-16.347_e2ds_A.fits	THAR1	0.00034	0.00423	0.00080	Bouchy	HARPN.2016-09-22T16-53-16.347_e2ds_B.fits	0.00011	0.00000	0.00011	625	0.807	0	0.00007	PASSED	1.00000	1.00000	-17.41969	-17.41980	0.00124	7.61021	30.913	4564	G2	4638	0.00119	0.06220	-9.990	35.20	0.120845	0.149559	0.000844	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-09-23T00-29-18.937	2016-09-22	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5052	1.56	1.38	F	0.411	0.697	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	63.10	83.80	108.60	125.40	131.70	133.20	-14.56400	57654.530670	31.71402	HARPN.2016-09-22T16-53-16.347_e2ds_A.fits	THAR1	0.00034	0.00423	0.00074	Bouchy	HARPN.2016-09-22T16-53-16.347_e2ds_B.fits	0.00015	0.00000	0.00015	631	0.807	0	0.00007	PASSED	1.00000	1.00000	-17.42069	-17.42084	0.00118	7.60773	30.796	5026	G2	4638	0.00113	0.05712	-9.990	38.90	0.121314	0.150079	0.000740	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-09-23T23-59-48.504	2016-09-23	HARPN	HARPN_ech_obs_wavesimult	900.000	0.4627	1.50	2.33	F	0.277	0.730	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	28.60	40.10	52.80	60.10	62.00	62.70	-14.95424	57655.509685	31.71402	HARPN.2016-09-23T16-41-48.068_e2ds_A.fits	THAR1	0.00034	0.00446	0.00144	Bouchy	HARPN.2016-09-23T16-41-48.068_e2ds_B.fits	-0.00024	0.00000	-0.00024	631	0.829	0	0.00007	PASSED	1.00000	1.00000	-17.42125	-17.42101	0.00250	7.59819	30.844	1190	G2	4638	0.00247	0.05919	-9.990	15.80	0.114937	0.142995	0.002616	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-09-24T22-13-15.992	2016-09-24	HARPN	HARPN_ech_obs_wavesimult	900.000	0.4656	1.51	1.97	F	-0.298	0.726	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	49.80	68.50	88.80	100.60	102.20	99.60	-15.18862	57656.435692	31.71402	HARPN.2016-09-24T15-45-34.734_e2ds_A.fits	THAR1	0.00034	0.00438	0.00093	Bouchy	HARPN.2016-09-24T15-45-34.734_e2ds_B.fits	0.00047	0.00000	0.00047	616	0.817	0	0.00007	PASSED	1.00000	1.00000	-17.41724	-17.41771	0.00147	7.61313	30.902	3227	G2	4638	0.00143	0.05865	-9.990	29.00	0.118409	0.146852	0.001108	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-09-25T00-05-34.442	2016-09-24	HARPN	HARPN_ech_obs_wavesimult	900.000	0.4859	1.52	1.95	F	0.329	0.719	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	35.30	48.80	63.80	72.80	75.20	75.80	-15.41223	57656.513882	31.71402	HARPN.2016-09-24T15-45-34.734_e2ds_A.fits	THAR1	0.00034	0.00438	0.00119	Bouchy	HARPN.2016-09-24T15-45-34.734_e2ds_B.fits	0.00034	0.00000	0.00034	597	0.810	0	0.00007	PASSED	1.00000	1.00000	-17.42056	-17.42090	0.00204	7.62136	30.846	1723	G2	4638	0.00201	0.06184	-9.990	20.20	0.117103	0.145402	0.001863	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-09-25T22-03-15.720	2016-09-25	HARPN	HARPN_ech_obs_wavesimult	1200.000	0.5114	1.51	0.00	F	-0.304	0.725	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	39.20	54.10	70.60	80.30	82.20	81.90	-15.61788	57657.430941	31.71402	HARPN.2016-09-25T15-31-37.198_e2ds_A.fits	THAR1	0.00034	0.00423	0.00110	Bouchy	HARPN.2016-09-25T15-31-37.198_e2ds_B.fits	0.00200	0.00000	0.00200	631	0.869	0	0.00007	PASSED	1.00000	1.00000	-17.41954	-17.42153	0.00184	7.61439	30.862	2076	G2	4638	0.00181	0.06824	-9.990	22.50	0.118138	0.146551	0.001598	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-09-26T00-25-45.256	2016-09-25	HARPN	HARPN_ech_obs_wavesimult	900.000	0.4911	1.58	1.81	F	0.452	0.684	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	29.90	41.90	54.90	62.90	65.00	65.90	-15.89350	57657.527904	31.71402	HARPN.2016-09-25T22-40-29.061_e2ds_A.fits	THAR1	0.00034	0.00439	0.00137	Bouchy	HARPN.2016-09-25T22-40-29.061_e2ds_B.fits	-0.00035	0.00000	-0.00035	650	0.823	0	0.00007	PASSED	1.00000	1.00000	-17.41792	-17.41757	0.00238	7.60336	30.833	1295	G2	4638	0.00236	0.05491	-9.990	16.80	0.116324	0.144536	0.002421	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-09-26T22-37-34.782	2016-09-26	HARPN	HARPN_ech_obs_wavesimult	900.000	0.4992	1.46	1.67	F	-0.120	0.752	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	39.90	51.90	67.60	80.50	89.90	102.00	-16.11829	57658.452820	31.71402	HARPN.2016-09-26T16-35-12.262_e2ds_A.fits	THAR1	0.00034	0.00441	0.00100	Bouchy	HARPN.2016-09-26T16-35-12.262_e2ds_B.fits	0.00051	0.00000	0.00051	599	0.818	0	0.00007	PASSED	1.00000	1.00000	-17.42317	-17.42368	0.00181	7.61702	30.445	2176	G2	4638	0.00178	0.06100	-9.990	25.50	0.119893	0.148501	0.001353	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-09-27T00-26-04.005	2016-09-26	HARPN	HARPN_ech_obs_wavesimult	900.000	0.4934	1.60	1.63	F	0.473	0.677	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	47.40	61.60	80.10	95.60	106.70	119.50	-16.33198	57658.528093	31.71402	HARPN.2016-09-26T16-35-12.262_e2ds_A.fits	THAR1	0.00034	0.00441	0.00087	Bouchy	HARPN.2016-09-26T16-35-12.262_e2ds_B.fits	0.00010	0.00000	0.00010	645	0.814	0	0.00007	PASSED	1.00000	1.00000	-17.42312	-17.42322	0.00153	7.61099	30.449	3022	G2	4638	0.00149	0.05436	-9.990	30.60	0.122225	0.151092	0.001049	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-09-27T23-44-44.270	2016-09-27	HARPN	HARPN_ech_obs_wavesimult	900.000	0.4985	1.50	1.35	F	0.281	0.730	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	83.50	113.80	146.00	162.00	157.80	140.00	-16.68589	57659.499383	31.71402	HARPN.2016-09-27T15-57-08.143_e2ds_A.fits	THAR1	0.00034	0.00444	0.00062	Bouchy	HARPN.2016-09-27T15-57-08.143_e2ds_B.fits	0.00006	0.00000	0.00006	610	0.819	0	0.00007	PASSED	1.00000	1.00000	-17.42041	-17.42047	0.00094	7.60327	31.138	8270	G2	4638	0.00087	0.05895	-9.990	48.80	0.119213	0.147746	0.000540	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-09-29T21-48-22.041	2016-09-29	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5001	1.52	1.20	F	-0.326	0.720	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	83.10	112.10	144.40	162.70	163.10	151.20	-17.31075	57661.418487	31.71402	HARPN.2016-09-29T17-20-55.852_e2ds_A.fits	THAR1	0.00034	0.00453	0.00061	Bouchy	HARPN.2016-09-29T17-20-55.852_e2ds_B.fits	-0.00025	0.00000	-0.00025	612	0.806	0	0.00007	PASSED	1.00000	1.00000	-17.41737	-17.41711	0.00093	7.60366	31.028	8340	G2	4638	0.00087	0.06006	-9.990	49.70	0.120380	0.149043	0.000532	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-09-29T23-58-32.609	2016-09-29	HARPN	HARPN_ech_obs_wavesimult	900.000	0.4887	1.55	1.38	F	0.395	0.702	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	63.20	84.60	109.60	126.10	131.20	129.80	-17.56622	57661.508759	31.71402	HARPN.2016-09-29T17-20-55.852_e2ds_A.fits	THAR1	0.00034	0.00453	0.00075	Bouchy	HARPN.2016-09-29T17-20-55.852_e2ds_B.fits	-0.00024	0.00000	-0.00024	644	0.811	0	0.00007	PASSED	1.00000	1.00000	-17.41988	-17.41964	0.00118	7.60817	30.859	5045	G2	4638	0.00113	0.05912	-9.990	38.60	0.120426	0.149093	0.000750	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-10-07T21-59-51.179	2016-10-07	HARPN	HARPN_ech_obs_wavesimult	900.000	0.4987	1.46	1.47	F	-0.089	0.754	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	63.10	86.10	111.40	126.20	127.80	122.30	-20.53539	57669.425941	31.71402	HARPN.2016-10-07T16-34-43.171_e2ds_A.fits	THAR1	0.00035	0.00452	0.00076	Bouchy	HARPN.2016-10-07T16-34-43.171_e2ds_B.fits	0.00121	0.00000	0.00121	625	0.807	0	0.00008	PASSED	1.00000	1.00000	-17.42408	-17.42530	0.00118	7.60404	30.972	5034	G2	4638	0.00113	0.05908	-9.990	37.70	0.119383	0.147935	0.000774	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-10-08T00-28-34.830	2016-10-07	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5034	1.82	1.58	F	0.677	0.581	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	48.80	65.80	86.10	101.00	108.20	112.90	-20.81585	57669.529256	31.71402	HARPN.2016-10-07T16-34-43.171_e2ds_A.fits	THAR1	0.00035	0.00452	0.00088	Bouchy	HARPN.2016-10-07T16-34-43.171_e2ds_B.fits	0.00067	0.00000	0.00067	635	0.812	0	0.00008	PASSED	1.00000	1.00000	-17.42885	-17.42952	0.00147	7.62124	30.658	3252	G2	4638	0.00143	0.05804	-9.990	30.00	0.120877	0.149594	0.001082	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-10-08T21-59-16.258	2016-10-08	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5888	1.46	1.36	F	-0.070	0.755	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	54.00	76.10	97.60	105.20	98.80	86.40	-20.91033	57670.426405	31.71402	HARPN.2016-10-08T17-16-14.038_e2ds_A.fits	THAR1	0.00034	0.00456	0.00092	Bouchy	HARPN.2016-10-08T17-16-14.038_e2ds_B.fits	-0.00001	0.00000	-0.00001	619	0.817	0	0.00008	PASSED	1.00000	1.00000	-17.41521	-17.41520	0.00139	7.60898	31.240	3571	G2	4638	0.00134	0.05902	-9.990	30.20	0.118744	0.147225	0.001052	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-10-09T00-03-24.863	2016-10-08	HARPN	HARPN_ech_obs_wavesimult	900.000	0.4941	1.70	1.22	F	0.586	0.629	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	71.80	99.60	128.50	142.60	138.80	125.60	-21.14377	57670.511618	31.71402	HARPN.2016-10-08T17-16-14.038_e2ds_A.fits	THAR1	0.00034	0.00456	0.00069	Bouchy	HARPN.2016-10-08T17-16-14.038_e2ds_B.fits	-0.00001	0.00000	-0.00001	631	0.816	0	0.00008	PASSED	1.00000	1.00000	-17.42108	-17.42106	0.00105	7.60650	31.105	6384	G2	4638	0.00099	0.05811	-9.990	41.90	0.119028	0.147540	0.000667	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-10-09T21-50-30.485	2016-10-09	HARPN	HARPN_ech_obs_wavesimult	900.000	0.4863	1.46	1.09	F	-0.097	0.753	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	84.00	114.20	146.70	163.80	162.20	148.20	-21.25743	57671.419182	31.71402	HARPN.2016-10-09T17-02-53.038_e2ds_A.fits	THAR1	0.00034	0.00414	0.00061	Bouchy	HARPN.2016-10-09T17-02-53.038_e2ds_B.fits	-0.00045	0.00000	-0.00045	594	0.813	0	0.00008	PASSED	1.00000	1.00000	-17.42082	-17.42037	0.00092	7.60212	31.088	8488	G2	4638	0.00086	0.05796	-9.990	50.30	0.120174	0.148813	0.000526	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-10-09T23-56-00.617	2016-10-09	HARPN	HARPN_ech_obs_wavesimult	900.000	0.4780	1.68	1.23	F	0.571	0.637	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	88.70	119.10	153.80	175.10	177.40	165.00	-21.49606	57671.506236	31.71402	HARPN.2016-10-09T17-02-53.038_e2ds_A.fits	THAR1	0.00034	0.00414	0.00057	Bouchy	HARPN.2016-10-09T17-02-53.038_e2ds_B.fits	-0.00053	0.00000	-0.00053	643	0.811	0	0.00008	PASSED	1.00000	1.00000	-17.42355	-17.42302	0.00088	7.61045	30.985	9592	G2	4638	0.00081	0.05782	-9.990	54.30	0.120213	0.148857	0.000478	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-10-10T21-55-57.662	2016-10-10	HARPN	HARPN_ech_obs_wavesimult	900.000	0.4924	1.46	0.95	F	-0.044	0.756	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	86.20	114.30	147.60	169.80	176.00	170.40	-21.62880	57672.422952	31.71402	HARPN.2016-10-10T17-23-09.309_e2ds_A.fits	THAR1	0.00034	0.00438	0.00058	Bouchy	HARPN.2016-10-10T17-23-09.309_e2ds_B.fits	0.00077	0.00000	0.00077	669	0.818	0	0.00008	PASSED	1.00000	1.00000	-17.41747	-17.41824	0.00090	7.60660	30.912	9106	G2	4638	0.00083	0.06034	-9.990	54.00	0.120464	0.149136	0.000482	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-10-10T23-59-01.269	2016-10-10	HARPN	HARPN_ech_obs_wavesimult	900.000	0.5153	1.72	1.11	F	0.602	0.622	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	103.30	139.80	179.50	200.50	198.10	175.00	-21.86186	57672.508652	31.71402	HARPN.2016-10-10T17-23-09.309_e2ds_A.fits	THAR1	0.00034	0.00438	0.00051	Bouchy	HARPN.2016-10-10T17-23-09.309_e2ds_B.fits	0.00039	0.00000	0.00039	658	0.819	0	0.00008	PASSED	1.00000	1.00000	-17.41615	-17.41655	0.00078	7.60727	31.110	12630	G2	4638	0.00070	0.05901	-9.990	62.20	0.120162	0.148800	0.000401	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-10-11T21-47-20.202	2016-10-11	HARPN	HARPN_ech_obs_wavesimult	900.000	0.4837	1.46	1.28	F	-0.070	0.755	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	70.50	94.70	122.10	138.20	140.50	134.80	-21.96609	57673.416804	31.71402	HARPN.2016-10-11T17-00-08.447_e2ds_A.fits	THAR1	0.00035	0.00444	0.00070	Bouchy	HARPN.2016-10-11T17-00-08.447_e2ds_B.fits	0.00047	0.00000	0.00047	598	0.814	0	0.00008	PASSED	1.00000	1.00000	-17.41848	-17.41895	0.00108	7.61596	30.955	6089	G2	4638	0.00102	0.05815	-9.990	43.30	0.118967	0.147472	0.000643	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
HARPN.2016-10-11T23-58-29.347	2016-10-11	HARPN	HARPN_ech_obs_wavesimult	900.000	0.4975	1.73	1.40	F	0.617	0.614	0.000000	0.000000	22h26m18.190	-18:00:40.200	2000.0	0.07297	-0.11370	-17.40000	HARPN_3.8	69.30	92.60	120.10	138.70	145.30	146.80	-22.21334	57673.508024	31.71402	HARPN.2016-10-11T17-00-08.447_e2ds_A.fits	THAR1	0.00035	0.00444	0.00068	Bouchy	HARPN.2016-10-11T17-00-08.447_e2ds_B.fits	0.00022	0.00000	0.00022	628	0.817	0	0.00008	PASSED	1.00000	1.00000	-17.41765	-17.41786	0.00108	7.61644	30.791	6112	G2	4638	0.00102	0.05659	-9.990	43.40	0.120678	0.149374	0.000645	0.0000	0.0000	0.00	0.00	0.00	0.00	0.00	0.00	HD212657	HD212657	GTO	STAR,WAVE	F7
